study_accession	secondary_study_accession	sample_accession	experiment_accession	run_accession	submission_accession	tax_id	scientific_name	study_alias	run_alias	fastq_ftp	fastq_aspera	submitted_ftp	sra_ftp
PRJEB9853	ERP011001	SAMEA3871043	ERX1328125	ERR1256518	ERA563639	749906	gut metagenome	ena-STUDY-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-10-07-2015-17:54:37:257-388	ena-RUN-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-11-02-2016-21:12:15:885-651	ftp.sra.ebi.ac.uk/vol1/fastq/ERR125/008/ERR1256518/ERR1256518_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR125/008/ERR1256518/ERR1256518_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR125/008/ERR1256518/ERR1256518_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR125/008/ERR1256518/ERR1256518_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR125/ERR1256518/8006C.12M_run1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR125/ERR1256518/8006C.12M_run1_R2.fastq.gz	
PRJEB9853	ERP011001	SAMEA3871044	ERX1328126	ERR1256519	ERA563639	749906	gut metagenome	ena-STUDY-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-10-07-2015-17:54:37:257-388	ena-RUN-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-11-02-2016-21:12:15:885-652	ftp.sra.ebi.ac.uk/vol1/fastq/ERR125/009/ERR1256519/ERR1256519_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR125/009/ERR1256519/ERR1256519_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR125/009/ERR1256519/ERR1256519_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR125/009/ERR1256519/ERR1256519_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR125/ERR1256519/8006C.18M_run1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR125/ERR1256519/8006C.18M_run1_R2.fastq.gz	
PRJEB9853	ERP011001	SAMEA3871045	ERX1328127	ERR1256520	ERA563639	749906	gut metagenome	ena-STUDY-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-10-07-2015-17:54:37:257-388	ena-RUN-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-11-02-2016-21:12:15:885-653	ftp.sra.ebi.ac.uk/vol1/fastq/ERR125/000/ERR1256520/ERR1256520_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR125/000/ERR1256520/ERR1256520_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR125/000/ERR1256520/ERR1256520_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR125/000/ERR1256520/ERR1256520_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR125/ERR1256520/8006C.6M_run1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR125/ERR1256520/8006C.6M_run1_R2.fastq.gz	
PRJEB9853	ERP011001	SAMEA3871046	ERX1328128	ERR1256521	ERA563639	749906	gut metagenome	ena-STUDY-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-10-07-2015-17:54:37:257-388	ena-RUN-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-11-02-2016-21:12:15:885-654	ftp.sra.ebi.ac.uk/vol1/fastq/ERR125/001/ERR1256521/ERR1256521_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR125/001/ERR1256521/ERR1256521_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR125/001/ERR1256521/ERR1256521_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR125/001/ERR1256521/ERR1256521_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR125/ERR1256521/8033.1C.12M_run1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR125/ERR1256521/8033.1C.12M_run1_R2.fastq.gz	
PRJEB9853	ERP011001	SAMEA3871047	ERX1328129	ERR1256522	ERA563639	749906	gut metagenome	ena-STUDY-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-10-07-2015-17:54:37:257-388	ena-RUN-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-11-02-2016-21:12:15:885-655	ftp.sra.ebi.ac.uk/vol1/fastq/ERR125/002/ERR1256522/ERR1256522_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR125/002/ERR1256522/ERR1256522_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR125/002/ERR1256522/ERR1256522_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR125/002/ERR1256522/ERR1256522_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR125/ERR1256522/8033.1C.18M_run1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR125/ERR1256522/8033.1C.18M_run1_R2.fastq.gz	
PRJEB9853	ERP011001	SAMEA3871048	ERX1328130	ERR1256523	ERA563639	749906	gut metagenome	ena-STUDY-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-10-07-2015-17:54:37:257-388	ena-RUN-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-11-02-2016-21:12:15:886-656	ftp.sra.ebi.ac.uk/vol1/fastq/ERR125/003/ERR1256523/ERR1256523_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR125/003/ERR1256523/ERR1256523_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR125/003/ERR1256523/ERR1256523_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR125/003/ERR1256523/ERR1256523_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR125/ERR1256523/8033.2C.12M_run1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR125/ERR1256523/8033.2C.12M_run1_R2.fastq.gz	
PRJEB9853	ERP011001	SAMEA3871049	ERX1328131	ERR1256524	ERA563639	749906	gut metagenome	ena-STUDY-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-10-07-2015-17:54:37:257-388	ena-RUN-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-11-02-2016-21:12:15:886-657	ftp.sra.ebi.ac.uk/vol1/fastq/ERR125/004/ERR1256524/ERR1256524_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR125/004/ERR1256524/ERR1256524_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR125/004/ERR1256524/ERR1256524_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR125/004/ERR1256524/ERR1256524_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR125/ERR1256524/8033.2C.18M_run1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR125/ERR1256524/8033.2C.18M_run1_R2.fastq.gz	
PRJEB9853	ERP011001	SAMEA3871050	ERX1328132	ERR1256525	ERA563639	749906	gut metagenome	ena-STUDY-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-10-07-2015-17:54:37:257-388	ena-RUN-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-11-02-2016-21:12:15:886-658	ftp.sra.ebi.ac.uk/vol1/fastq/ERR125/005/ERR1256525/ERR1256525.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR125/005/ERR1256525/ERR1256525.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR125/ERR1256525/8033C.6Ma_run1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR125/ERR1256525/8033C.6Ma_run1_R2.fastq.gz	
PRJEB9853	ERP011001	SAMEA3871051	ERX1328133	ERR1256526	ERA563639	749906	gut metagenome	ena-STUDY-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-10-07-2015-17:54:37:257-388	ena-RUN-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-11-02-2016-21:12:15:886-659	ftp.sra.ebi.ac.uk/vol1/fastq/ERR125/006/ERR1256526/ERR1256526.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR125/006/ERR1256526/ERR1256526.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR125/ERR1256526/8033C.6Mb_run1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR125/ERR1256526/8033C.6Mb_run1_R2.fastq.gz	
PRJEB9853	ERP011001	SAMEA3871052	ERX1328134	ERR1256527	ERA563639	749906	gut metagenome	ena-STUDY-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-10-07-2015-17:54:37:257-388	ena-RUN-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-11-02-2016-21:12:15:886-660	ftp.sra.ebi.ac.uk/vol1/fastq/ERR125/007/ERR1256527/ERR1256527_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR125/007/ERR1256527/ERR1256527_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR125/007/ERR1256527/ERR1256527_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR125/007/ERR1256527/ERR1256527_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR125/ERR1256527/8043C.12M_run1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR125/ERR1256527/8043C.12M_run1_R2.fastq.gz	
PRJEB9853	ERP011001	SAMEA3871053	ERX1328135	ERR1256528	ERA563639	749906	gut metagenome	ena-STUDY-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-10-07-2015-17:54:37:257-388	ena-RUN-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-11-02-2016-21:12:15:886-661	ftp.sra.ebi.ac.uk/vol1/fastq/ERR125/008/ERR1256528/ERR1256528_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR125/008/ERR1256528/ERR1256528_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR125/008/ERR1256528/ERR1256528_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR125/008/ERR1256528/ERR1256528_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR125/ERR1256528/8043C.18M_run1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR125/ERR1256528/8043C.18M_run1_R2.fastq.gz	
PRJEB9853	ERP011001	SAMEA3871054	ERX1328136	ERR1256529	ERA563639	749906	gut metagenome	ena-STUDY-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-10-07-2015-17:54:37:257-388	ena-RUN-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-11-02-2016-21:12:15:886-662	ftp.sra.ebi.ac.uk/vol1/fastq/ERR125/009/ERR1256529/ERR1256529.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR125/009/ERR1256529/ERR1256529.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR125/ERR1256529/8043C.6M_run1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR125/ERR1256529/8043C.6M_run1_R2.fastq.gz	
PRJEB9853	ERP011001	SAMEA3871055	ERX1328137	ERR1256530	ERA563639	749906	gut metagenome	ena-STUDY-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-10-07-2015-17:54:37:257-388	ena-RUN-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-11-02-2016-21:12:15:887-663	ftp.sra.ebi.ac.uk/vol1/fastq/ERR125/000/ERR1256530/ERR1256530_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR125/000/ERR1256530/ERR1256530_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR125/000/ERR1256530/ERR1256530_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR125/000/ERR1256530/ERR1256530_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR125/ERR1256530/8067C.12M_run1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR125/ERR1256530/8067C.12M_run1_R2.fastq.gz	
PRJEB9853	ERP011001	SAMEA3871056	ERX1328138	ERR1256531	ERA563639	749906	gut metagenome	ena-STUDY-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-10-07-2015-17:54:37:257-388	ena-RUN-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-11-02-2016-21:12:15:887-664	ftp.sra.ebi.ac.uk/vol1/fastq/ERR125/001/ERR1256531/ERR1256531_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR125/001/ERR1256531/ERR1256531_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR125/001/ERR1256531/ERR1256531_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR125/001/ERR1256531/ERR1256531_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR125/ERR1256531/8067C.18M_run1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR125/ERR1256531/8067C.18M_run1_R2.fastq.gz	
PRJEB9853	ERP011001	SAMEA3871057	ERX1328139	ERR1256532	ERA563639	749906	gut metagenome	ena-STUDY-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-10-07-2015-17:54:37:257-388	ena-RUN-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-11-02-2016-21:12:15:887-665	ftp.sra.ebi.ac.uk/vol1/fastq/ERR125/002/ERR1256532/ERR1256532.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR125/002/ERR1256532/ERR1256532.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR125/ERR1256532/8067C.6M_run1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR125/ERR1256532/8067C.6M_run1_R2.fastq.gz	
PRJEB9853	ERP011001	SAMEA3871058	ERX1328140	ERR1256533	ERA563639	749906	gut metagenome	ena-STUDY-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-10-07-2015-17:54:37:257-388	ena-RUN-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-11-02-2016-21:12:15:887-666	ftp.sra.ebi.ac.uk/vol1/fastq/ERR125/003/ERR1256533/ERR1256533_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR125/003/ERR1256533/ERR1256533_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR125/003/ERR1256533/ERR1256533_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR125/003/ERR1256533/ERR1256533_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR125/ERR1256533/8074C.12M_run1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR125/ERR1256533/8074C.12M_run1_R2.fastq.gz	
PRJEB9853	ERP011001	SAMEA3871059	ERX1328141	ERR1256534	ERA563639	749906	gut metagenome	ena-STUDY-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-10-07-2015-17:54:37:257-388	ena-RUN-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-11-02-2016-21:12:15:887-667	ftp.sra.ebi.ac.uk/vol1/fastq/ERR125/004/ERR1256534/ERR1256534_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR125/004/ERR1256534/ERR1256534_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR125/004/ERR1256534/ERR1256534_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR125/004/ERR1256534/ERR1256534_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR125/ERR1256534/8074C.18M_run1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR125/ERR1256534/8074C.18M_run1_R2.fastq.gz	
PRJEB9853	ERP011001	SAMEA3871060	ERX1328142	ERR1256535	ERA563639	749906	gut metagenome	ena-STUDY-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-10-07-2015-17:54:37:257-388	ena-RUN-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-11-02-2016-21:12:15:887-668	ftp.sra.ebi.ac.uk/vol1/fastq/ERR125/005/ERR1256535/ERR1256535.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR125/005/ERR1256535/ERR1256535.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR125/ERR1256535/8074C.6M_run1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR125/ERR1256535/8074C.6M_run1_R2.fastq.gz	
PRJEB9853	ERP011001	SAMEA3871061	ERX1328143	ERR1256536	ERA563639	749906	gut metagenome	ena-STUDY-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-10-07-2015-17:54:37:257-388	ena-RUN-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-11-02-2016-21:12:15:887-669	ftp.sra.ebi.ac.uk/vol1/fastq/ERR125/006/ERR1256536/ERR1256536_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR125/006/ERR1256536/ERR1256536_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR125/006/ERR1256536/ERR1256536_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR125/006/ERR1256536/ERR1256536_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR125/ERR1256536/8079C.12M_run1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR125/ERR1256536/8079C.12M_run1_R2.fastq.gz	
PRJEB9853	ERP011001	SAMEA3871062	ERX1328144	ERR1256537	ERA563639	749906	gut metagenome	ena-STUDY-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-10-07-2015-17:54:37:257-388	ena-RUN-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-11-02-2016-21:12:15:887-670	ftp.sra.ebi.ac.uk/vol1/fastq/ERR125/007/ERR1256537/ERR1256537_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR125/007/ERR1256537/ERR1256537_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR125/007/ERR1256537/ERR1256537_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR125/007/ERR1256537/ERR1256537_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR125/ERR1256537/8079C.18M_run1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR125/ERR1256537/8079C.18M_run1_R2.fastq.gz	
PRJEB9853	ERP011001	SAMEA3871063	ERX1328145	ERR1256538	ERA563639	749906	gut metagenome	ena-STUDY-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-10-07-2015-17:54:37:257-388	ena-RUN-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-11-02-2016-21:12:15:888-671	ftp.sra.ebi.ac.uk/vol1/fastq/ERR125/008/ERR1256538/ERR1256538.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR125/008/ERR1256538/ERR1256538.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR125/ERR1256538/8079C.6M_run1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR125/ERR1256538/8079C.6M_run1_R2.fastq.gz	
PRJEB9853	ERP011001	SAMEA3871064	ERX1328146	ERR1256539	ERA563639	749906	gut metagenome	ena-STUDY-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-10-07-2015-17:54:37:257-388	ena-RUN-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-11-02-2016-21:12:15:888-672	ftp.sra.ebi.ac.uk/vol1/fastq/ERR125/009/ERR1256539/ERR1256539_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR125/009/ERR1256539/ERR1256539_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR125/009/ERR1256539/ERR1256539_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR125/009/ERR1256539/ERR1256539_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR125/ERR1256539/8093C.12M_run1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR125/ERR1256539/8093C.12M_run1_R2.fastq.gz	
PRJEB9853	ERP011001	SAMEA3871065	ERX1328147	ERR1256540	ERA563639	749906	gut metagenome	ena-STUDY-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-10-07-2015-17:54:37:257-388	ena-RUN-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-11-02-2016-21:12:15:888-673	ftp.sra.ebi.ac.uk/vol1/fastq/ERR125/000/ERR1256540/ERR1256540_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR125/000/ERR1256540/ERR1256540_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR125/000/ERR1256540/ERR1256540_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR125/000/ERR1256540/ERR1256540_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR125/ERR1256540/8093C.18M_run1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR125/ERR1256540/8093C.18M_run1_R2.fastq.gz	
PRJEB9853	ERP011001	SAMEA3871066	ERX1328148	ERR1256541	ERA563639	749906	gut metagenome	ena-STUDY-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-10-07-2015-17:54:37:257-388	ena-RUN-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-11-02-2016-21:12:15:888-674	ftp.sra.ebi.ac.uk/vol1/fastq/ERR125/001/ERR1256541/ERR1256541.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR125/001/ERR1256541/ERR1256541.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR125/ERR1256541/8093C.6M_run1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR125/ERR1256541/8093C.6M_run1_R2.fastq.gz	
PRJEB9853	ERP011001	SAMEA3871067	ERX1328149	ERR1256542	ERA563639	749906	gut metagenome	ena-STUDY-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-10-07-2015-17:54:37:257-388	ena-RUN-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-11-02-2016-21:12:15:888-675	ftp.sra.ebi.ac.uk/vol1/fastq/ERR125/002/ERR1256542/ERR1256542_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR125/002/ERR1256542/ERR1256542_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR125/002/ERR1256542/ERR1256542_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR125/002/ERR1256542/ERR1256542_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR125/ERR1256542/8106C.12M_run1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR125/ERR1256542/8106C.12M_run1_R2.fastq.gz	
PRJEB9853	ERP011001	SAMEA3871068	ERX1328150	ERR1256543	ERA563639	749906	gut metagenome	ena-STUDY-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-10-07-2015-17:54:37:257-388	ena-RUN-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-11-02-2016-21:12:15:888-676	ftp.sra.ebi.ac.uk/vol1/fastq/ERR125/003/ERR1256543/ERR1256543_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR125/003/ERR1256543/ERR1256543_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR125/003/ERR1256543/ERR1256543_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR125/003/ERR1256543/ERR1256543_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR125/ERR1256543/8106C.18M_run1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR125/ERR1256543/8106C.18M_run1_R2.fastq.gz	
PRJEB9853	ERP011001	SAMEA3871069	ERX1328151	ERR1256544	ERA563639	749906	gut metagenome	ena-STUDY-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-10-07-2015-17:54:37:257-388	ena-RUN-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-11-02-2016-21:12:15:888-677	ftp.sra.ebi.ac.uk/vol1/fastq/ERR125/004/ERR1256544/ERR1256544.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR125/004/ERR1256544/ERR1256544.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR125/ERR1256544/8106C.6M_run1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR125/ERR1256544/8106C.6M_run1_R2.fastq.gz	
PRJEB9853	ERP011001	SAMEA3871070	ERX1328152	ERR1256545	ERA563639	749906	gut metagenome	ena-STUDY-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-10-07-2015-17:54:37:257-388	ena-RUN-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-11-02-2016-21:12:15:889-678	ftp.sra.ebi.ac.uk/vol1/fastq/ERR125/005/ERR1256545/ERR1256545_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR125/005/ERR1256545/ERR1256545_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR125/005/ERR1256545/ERR1256545_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR125/005/ERR1256545/ERR1256545_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR125/ERR1256545/8109C.12M_run1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR125/ERR1256545/8109C.12M_run1_R2.fastq.gz	
PRJEB9853	ERP011001	SAMEA3871071	ERX1328153	ERR1256546	ERA563639	749906	gut metagenome	ena-STUDY-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-10-07-2015-17:54:37:257-388	ena-RUN-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-11-02-2016-21:12:15:889-679	ftp.sra.ebi.ac.uk/vol1/fastq/ERR125/006/ERR1256546/ERR1256546_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR125/006/ERR1256546/ERR1256546_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR125/006/ERR1256546/ERR1256546_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR125/006/ERR1256546/ERR1256546_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR125/ERR1256546/8109C.18M_run1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR125/ERR1256546/8109C.18M_run1_R2.fastq.gz	
